Exam Year,District,University,Course,Zscore,Matched_Course_University,Stream,Intake
2019,Kurunegala,"Eastern University, Sri Lanka",Biological Science,NQC,"Biological Science (Eastern University, Sri Lanka)",Biological Science,125
2019,Anuradhapura,"Eastern University, Sri Lanka",Biological Science,0.885,"Biological Science (Eastern University, Sri Lanka)",Biological Science,125
2019,Polonnaruwa,"Eastern University, Sri Lanka",Biological Science,0.9581,"Biological Science (Eastern University, Sri Lanka)",Biological Science,125
2019,Badulla,"Eastern University, Sri Lanka",Biological Science,1.1501,"Biological Science (Eastern University, Sri Lanka)",Biological Science,125
2019,Monaragala,"Eastern University, Sri Lanka",Biological Science,1.0103,"Biological Science (Eastern University, Sri Lanka)",Biological Science,125
2019,Kegalle,"Eastern University, Sri Lanka",Biological Science,1.3797,"Biological Science (Eastern University, Sri Lanka)",Biological Science,125
2019,Ratnapura,"Eastern University, Sri Lanka",Biological Science,NQC,"Biological Science (Eastern University, Sri Lanka)",Biological Science,125
2019,Colombo,South Eastern University Of Sri Lanka,Biological Science,NQC,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Gampaha,South Eastern University Of Sri Lanka,Biological Science,1.3305,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Kalutara,South Eastern University Of Sri Lanka,Biological Science,1.2689,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Matale,South Eastern University Of Sri Lanka,Biological Science,1.1706,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Kandy,South Eastern University Of Sri Lanka,Biological Science,1.3178,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Nuwara Eliya,South Eastern University Of Sri Lanka,Biological Science,0.7542,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Galle,South Eastern University Of Sri Lanka,Biological Science,NQC,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Matara,South Eastern University Of Sri Lanka,Biological Science,NQC,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Hambantota,South Eastern University Of Sri Lanka,Biological Science,NQC,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Jaffna,South Eastern University Of Sri Lanka,Biological Science,NQC,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Kilinochchi,South Eastern University Of Sri Lanka,Biological Science,0.3957,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Mannar,South Eastern University Of Sri Lanka,Biological Science,0.5035,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Mullaitivu,South Eastern University Of Sri Lanka,Biological Science,0.2442,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Vavuniya,South Eastern University Of Sri Lanka,Biological Science,0.2952,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Trincomalee,South Eastern University Of Sri Lanka,Biological Science,0.673,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Batticaloa,South Eastern University Of Sri Lanka,Biological Science,0.7919,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Ampara,South Eastern University Of Sri Lanka,Biological Science,0.9793,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Puttalam,South Eastern University Of Sri Lanka,Biological Science,0.7641,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Kurunegala,South Eastern University Of Sri Lanka,Biological Science,NQC,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Anuradhapura,South Eastern University Of Sri Lanka,Biological Science,0.677,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Polonnaruwa,South Eastern University Of Sri Lanka,Biological Science,0.679,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Badulla,South Eastern University Of Sri Lanka,Biological Science,1.2213,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Monaragala,South Eastern University Of Sri Lanka,Biological Science,0.701,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Kegalle,South Eastern University Of Sri Lanka,Biological Science,NQC,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Ratnapura,South Eastern University Of Sri Lanka,Biological Science,NQC,Biological Science (South Eastern University Of Sri Lanka),Biological Science,207
2019,Colombo,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1614,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Gampaha,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1357,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Kalutara,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1547,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Matale,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Kandy,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1755,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Nuwara Eliya,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.2968,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Galle,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1851,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Matara,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1486,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Hambantota,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Jaffna,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Kilinochchi,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Mannar,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Mullaitivu,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Vavuniya,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Trincomalee,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Batticaloa,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.3551,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Ampara,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1617,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Puttalam,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.133,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Kurunegala,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1146,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Anuradhapura,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Polonnaruwa,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Badulla,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1214,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Monaragala,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Kegalle,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1636,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Ratnapura,Rajarata University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1364,Applied Sciences (Bio. Sc.) (Rajarata University Of Sri Lanka),Biological Science,185
2019,Colombo,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1882,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Gampaha,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.2577,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Kalutara,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.2071,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Matale,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1984,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Kandy,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1924,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Nuwara Eliya,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Galle,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1939,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Matara,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.2031,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Hambantota,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Jaffna,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Kilinochchi,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Mannar,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Mullaitivu,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Vavuniya,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Trincomalee,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Batticaloa,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Ampara,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Puttalam,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Kurunegala,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.2758,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Anuradhapura,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Polonnaruwa,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Badulla,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.3292,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Monaragala,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),NQC,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Kegalle,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.264,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Ratnapura,Sabaragamuwa University Of Sri Lanka,Applied Sciences (Bio.Sc),1.1857,Applied Sciences (Bio. Sc.) (Sabaragamuwa University Of Sri Lanka),Biological Science,104
2019,Colombo,University Of Peradeniya,Engineering,2.063,Engineering (University Of Peradeniya),Physical Science,455
2019,Gampaha,University Of Peradeniya,Engineering,2.0711,Engineering (University Of Peradeniya),Physical Science,455
2019,Kalutara,University Of Peradeniya,Engineering,2.0716,Engineering (University Of Peradeniya),Physical Science,455
2019,Matale,University Of Peradeniya,Engineering,NQC,Engineering (University Of Peradeniya),Physical Science,455
2019,Kandy,University Of Peradeniya,Engineering,2.0714,Engineering (University Of Peradeniya),Physical Science,455
2019,Nuwara Eliya,University Of Peradeniya,Engineering,2.1218,Engineering (University Of Peradeniya),Physical Science,455
2019,Galle,University Of Peradeniya,Engineering,2.0675,Engineering (University Of Peradeniya),Physical Science,455
2019,Matara,University Of Peradeniya,Engineering,2.0659,Engineering (University Of Peradeniya),Physical Science,455
2019,Hambantota,University Of Peradeniya,Engineering,2.1511,Engineering (University Of Peradeniya),Physical Science,455
2019,Jaffna,University Of Peradeniya,Engineering,2.0611,Engineering (University Of Peradeniya),Physical Science,455
2019,Kilinochchi,University Of Peradeniya,Engineering,NQC,Engineering (University Of Peradeniya),Physical Science,455
2019,Mannar,University Of Peradeniya,Engineering,NQC,Engineering (University Of Peradeniya),Physical Science,455
2019,Mullaitivu,University Of Peradeniya,Engineering,NQC,Engineering (University Of Peradeniya),Physical Science,455
2019,Vavuniya,University Of Peradeniya,Engineering,2.0636,Engineering (University Of Peradeniya),Physical Science,455
2019,Trincomalee,University Of Peradeniya,Engineering,2.0849,Engineering (University Of Peradeniya),Physical Science,455
2019,Batticaloa,University Of Peradeniya,Engineering,2.0635,Engineering (University Of Peradeniya),Physical Science,455
2019,Ampara,University Of Peradeniya,Engineering,2.1694,Engineering (University Of Peradeniya),Physical Science,455
2019,Puttalam,University Of Peradeniya,Engineering,2.0934,Engineering (University Of Peradeniya),Physical Science,455
2019,Kurunegala,University Of Peradeniya,Engineering,2.063,Engineering (University Of Peradeniya),Physical Science,455
2019,Anuradhapura,University Of Peradeniya,Engineering,2.0716,Engineering (University Of Peradeniya),Physical Science,455
2019,Polonnaruwa,University Of Peradeniya,Engineering,NQC,Engineering (University Of Peradeniya),Physical Science,455
2019,Badulla,University Of Peradeniya,Engineering,2.1256,Engineering (University Of Peradeniya),Physical Science,455
2019,Monaragala,University Of Peradeniya,Engineering,2.132,Engineering (University Of Peradeniya),Physical Science,455
2019,Kegalle,University Of Peradeniya,Engineering,2.0829,Engineering (University Of Peradeniya),Physical Science,455
2019,Ratnapura,University Of Peradeniya,Engineering,2.0717,Engineering (University Of Peradeniya),Physical Science,455
2019,Colombo,University Of Sri Jayewardenepura,Engineering,1.9771,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Gampaha,University Of Sri Jayewardenepura,Engineering,1.9761,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Kalutara,University Of Sri Jayewardenepura,Engineering,2.0321,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Matale,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Kandy,University Of Sri Jayewardenepura,Engineering,1.9921,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Nuwara Eliya,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Galle,University Of Sri Jayewardenepura,Engineering,1.9815,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Matara,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Hambantota,University Of Sri Jayewardenepura,Engineering,2.0005,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Jaffna,University Of Sri Jayewardenepura,Engineering,1.9941,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Kilinochchi,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Mannar,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Mullaitivu,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Vavuniya,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Trincomalee,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Batticaloa,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Ampara,University Of Sri Jayewardenepura,Engineering,1.9808,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Puttalam,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Kurunegala,University Of Sri Jayewardenepura,Engineering,2.0065,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Anuradhapura,University Of Sri Jayewardenepura,Engineering,2.0128,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Polonnaruwa,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Badulla,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Monaragala,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Kegalle,University Of Sri Jayewardenepura,Engineering,NQC,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Ratnapura,University Of Sri Jayewardenepura,Engineering,2.0118,Engineering (University Of Sri Jayewardenepura),Physical Science,170
2019,Colombo,University Of Jaffna,Engineering,NQC,Engineering (University Of Jaffna),Physical Science,195
2019,Gampaha,University Of Jaffna,Engineering,1.6726,Engineering (University Of Jaffna),Physical Science,195
2019,Kalutara,University Of Jaffna,Engineering,1.7864,Engineering (University Of Jaffna),Physical Science,195
2019,Matale,University Of Jaffna,Engineering,1.6401,Engineering (University Of Jaffna),Physical Science,195
2019,Kandy,University Of Jaffna,Engineering,1.6026,Engineering (University Of Jaffna),Physical Science,195
2019,Nuwara Eliya,University Of Jaffna,Engineering,1.5478,Engineering (University Of Jaffna),Physical Science,195
2019,Galle,University Of Jaffna,Engineering,NQC,Engineering (University Of Jaffna),Physical Science,195
2019,Matara,University Of Jaffna,Engineering,NQC,Engineering (University Of Jaffna),Physical Science,195
2019,Hambantota,University Of Jaffna,Engineering,NQC,Engineering (University Of Jaffna),Physical Science,195
2019,Jaffna,University Of Jaffna,Engineering,2.0519,Engineering (University Of Jaffna),Physical Science,195
2019,Kilinochchi,University Of Jaffna,Engineering,1.7732,Engineering (University Of Jaffna),Physical Science,195
2019,Mannar,University Of Jaffna,Engineering,1.5311,Engineering (University Of Jaffna),Physical Science,195
2019,Mullaitivu,University Of Jaffna,Engineering,NQC,Engineering (University Of Jaffna),Physical Science,195
2019,Vavuniya,University Of Jaffna,Engineering,1.8302,Engineering (University Of Jaffna),Physical Science,195
2019,Trincomalee,University Of Jaffna,Engineering,1.5215,Engineering (University Of Jaffna),Physical Science,195
2019,Batticaloa,University Of Jaffna,Engineering,1.5035,Engineering (University Of Jaffna),Physical Science,195
2019,Ampara,University Of Jaffna,Engineering,1.7089,Engineering (University Of Jaffna),Physical Science,195
2019,Puttalam,University Of Jaffna,Engineering,1.494,Engineering (University Of Jaffna),Physical Science,195
2019,Kurunegala,University Of Jaffna,Engineering,NQC,Engineering (University Of Jaffna),Physical Science,195
2019,Anuradhapura,University Of Jaffna,Engineering,1.4994,Engineering (University Of Jaffna),Physical Science,195
2019,Polonnaruwa,University Of Jaffna,Engineering,1.6445,Engineering (University Of Jaffna),Physical Science,195
2019,Badulla,University Of Jaffna,Engineering,1.5771,Engineering (University Of Jaffna),Physical Science,195
2019,Monaragala,University Of Jaffna,Engineering,1.584,Engineering (University Of Jaffna),Physical Science,195
2019,Kegalle,University Of Jaffna,Engineering,1.7645,Engineering (University Of Jaffna),Physical Science,195
2019,Ratnapura,University Of Jaffna,Engineering,NQC,Engineering (University Of Jaffna),Physical Science,195
2019,Colombo,University Of Ruhuna,Engineering,1.8596,Engineering (University Of Ruhuna),Physical Science,520
2019,Gampaha,University Of Ruhuna,Engineering,1.8512,Engineering (University Of Ruhuna),Physical Science,520
2019,Kalutara,University Of Ruhuna,Engineering,1.8564,Engineering (University Of Ruhuna),Physical Science,520
2019,Matale,University Of Ruhuna,Engineering,1.9637,Engineering (University Of Ruhuna),Physical Science,520
2019,Kandy,University Of Ruhuna,Engineering,1.8537,Engineering (University Of Ruhuna),Physical Science,520
2019,Nuwara Eliya,University Of Ruhuna,Engineering,1.9647,Engineering (University Of Ruhuna),Physical Science,520
2019,Galle,University Of Ruhuna,Engineering,1.914,Engineering (University Of Ruhuna),Physical Science,520
2019,Matara,University Of Ruhuna,Engineering,1.9269,Engineering (University Of Ruhuna),Physical Science,520
2019,Hambantota,University Of Ruhuna,Engineering,1.8575,Engineering (University Of Ruhuna),Physical Science,520
2019,Jaffna,University Of Ruhuna,Engineering,1.9845,Engineering (University Of Ruhuna),Physical Science,520
2019,Kilinochchi,University Of Ruhuna,Engineering,1.8681,Engineering (University Of Ruhuna),Physical Science,520
2019,Mannar,University Of Ruhuna,Engineering,2.0327,Engineering (University Of Ruhuna),Physical Science,520
2019,Mullaitivu,University Of Ruhuna,Engineering,1.8521,Engineering (University Of Ruhuna),Physical Science,520
2019,Vavuniya,University Of Ruhuna,Engineering,1.8672,Engineering (University Of Ruhuna),Physical Science,520
2019,Trincomalee,University Of Ruhuna,Engineering,1.866,Engineering (University Of Ruhuna),Physical Science,520
2019,Batticaloa,University Of Ruhuna,Engineering,1.8634,Engineering (University Of Ruhuna),Physical Science,520
2019,Ampara,University Of Ruhuna,Engineering,1.8773,Engineering (University Of Ruhuna),Physical Science,520
2019,Puttalam,University Of Ruhuna,Engineering,1.8573,Engineering (University Of Ruhuna),Physical Science,520
2019,Kurunegala,University Of Ruhuna,Engineering,1.9017,Engineering (University Of Ruhuna),Physical Science,520
2019,Anuradhapura,University Of Ruhuna,Engineering,1.9375,Engineering (University Of Ruhuna),Physical Science,520
2019,Polonnaruwa,University Of Ruhuna,Engineering,1.8558,Engineering (University Of Ruhuna),Physical Science,520
2019,Badulla,University Of Ruhuna,Engineering,1.8528,Engineering (University Of Ruhuna),Physical Science,520
2019,Monaragala,University Of Ruhuna,Engineering,1.8997,Engineering (University Of Ruhuna),Physical Science,520
2019,Kegalle,University Of Ruhuna,Engineering,1.9157,Engineering (University Of Ruhuna),Physical Science,520
2019,Ratnapura,University Of Ruhuna,Engineering,1.8618,Engineering (University Of Ruhuna),Physical Science,520
2019,Colombo,University Of Moratuwa,Engineering,2.1944,Engineering (University Of Moratuwa),Physical Science,743
2019,Gampaha,University Of Moratuwa,Engineering,2.2013,Engineering (University Of Moratuwa),Physical Science,743
2019,Kalutara,University Of Moratuwa,Engineering,2.2083,Engineering (University Of Moratuwa),Physical Science,743
2019,Matale,University Of Moratuwa,Engineering,NQC,Engineering (University Of Moratuwa),Physical Science,743
2019,Kandy,University Of Moratuwa,Engineering,2.1971,Engineering (University Of Moratuwa),Physical Science,743
2019,Nuwara Eliya,University Of Moratuwa,Engineering,2.3184,Engineering (University Of Moratuwa),Physical Science,743
2019,Galle,University Of Moratuwa,Engineering,2.196,Engineering (University Of Moratuwa),Physical Science,743
2019,Matara,University Of Moratuwa,Engineering,2.22,Engineering (University Of Moratuwa),Physical Science,743
2019,Hambantota,University Of Moratuwa,Engineering,2.2393,Engineering (University Of Moratuwa),Physical Science,743
2019,Jaffna,University Of Moratuwa,Engineering,2.2101,Engineering (University Of Moratuwa),Physical Science,743
2019,Kilinochchi,University Of Moratuwa,Engineering,2.2537,Engineering (University Of Moratuwa),Physical Science,743
2019,Mannar,University Of Moratuwa,Engineering,2.3366,Engineering (University Of Moratuwa),Physical Science,743
2019,Mullaitivu,University Of Moratuwa,Engineering,2.47,Engineering (University Of Moratuwa),Physical Science,743
2019,Vavuniya,University Of Moratuwa,Engineering,2.3648,Engineering (University Of Moratuwa),Physical Science,743
2019,Trincomalee,University Of Moratuwa,Engineering,2.2607,Engineering (University Of Moratuwa),Physical Science,743
2019,Batticaloa,University Of Moratuwa,Engineering,2.1967,Engineering (University Of Moratuwa),Physical Science,743
2019,Ampara,University Of Moratuwa,Engineering,2.275,Engineering (University Of Moratuwa),Physical Science,743
2019,Puttalam,University Of Moratuwa,Engineering,2.2014,Engineering (University Of Moratuwa),Physical Science,743
2019,Kurunegala,University Of Moratuwa,Engineering,2.1954,Engineering (University Of Moratuwa),Physical Science,743
2019,Anuradhapura,University Of Moratuwa,Engineering,2.2019,Engineering (University Of Moratuwa),Physical Science,743
2019,Polonnaruwa,University Of Moratuwa,Engineering,2.3358,Engineering (University Of Moratuwa),Physical Science,743
2019,Badulla,University Of Moratuwa,Engineering,2.1975,Engineering (University Of Moratuwa),Physical Science,743
2019,Monaragala,University Of Moratuwa,Engineering,2.2686,Engineering (University Of Moratuwa),Physical Science,743
2019,Kegalle,University Of Moratuwa,Engineering,2.235,Engineering (University Of Moratuwa),Physical Science,743
2019,Ratnapura,University Of Moratuwa,Engineering,2.2147,Engineering (University Of Moratuwa),Physical Science,743
2019,Colombo,South Eastern University Of Sri Lanka,Engineering,NQC,Engineering (South Eastern University Of Sri Lanka),Physical Science,130
2019,Gampaha,South Eastern University Of Sri Lanka,Engineering,1.661,Engineering (South Eastern University Of Sri Lanka),Physical Science,130
2019,Kalutara,South Eastern University Of Sri Lanka,Engineering,1.7927,Engineering (South Eastern University Of Sri Lanka),Physical Science,130
2019,Matale,South Eastern University Of Sri Lanka,Engineering,NQC,Engineering (South Eastern University Of Sri Lanka),Physical Science,130
2019,Kandy,South Eastern University Of Sri Lanka,Engineering,1.7021,Engineering (South Eastern University Of Sri Lanka),Physical Science,130
2019,Nuwara Eliya,South Eastern University Of Sri Lanka,Engineering,1.2693,Engineering (South Eastern University Of Sri Lanka),Physical Science,130
2019,Galle,South Eastern University Of Sri Lanka,Engineering,NQC,Engineering (South Eastern University Of Sri Lanka),Physical Science,130
2019,Matara,South Eastern University Of Sri Lanka,Engineering,NQC,Engineering (South Eastern University Of Sri Lanka),Physical Science,130
2019,Hambantota,South Eastern University Of Sri Lanka,Engineering,1.7042,Engineering (South Eastern University Of Sri Lanka),Physical Science,130
